id,journal,nid_journal,ffecha_journal,nid_surtidor,nlado_surtidor,nid_producto,nposicion_manguera,dprecio_journal,dvolumen_journal,dmonto_journal,dcontometrogalon_journal,dcontometromoneda_journal,ffechacontable_journal,turno,nturno_journal,nestadodesp,nestadocont,ntransactionid_journal,ntranfinished_journal,created_at,updated_at
23680,,7236,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.041,32.5,1027225.92,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,32.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23681,,7237,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,28.023,350.01,781648.3,819319.18,2018-11-20 14:11:54 -0500,1,923,1,1,46.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23682,,7238,2018-11-19 00:00:00 -0500,1,1,3,3,14.85,0.337,5.0,211685.67,280959.88,2018-11-20 14:11:54 -0500,1,923,1,1,92.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23683,,7239,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.548,40.6,1027251.4,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,33.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23684,,7240,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77806.4,86325.33,2018-11-20 14:11:54 -0500,1,923,1,1,74.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23685,,7241,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027263.97,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,34.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23686,,7242,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,4.804,60.0,781696.34,819379.18,2018-11-20 14:11:54 -0500,1,923,1,1,47.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23687,,7243,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.795,28.6,1027281.92,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,35.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23688,,7244,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.623,8.0,77812.63,86333.33,2018-11-20 14:11:54 -0500,1,923,1,1,75.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23689,,7245,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027294.49,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,36.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23690,,7246,2018-11-19 00:00:00 -0500,2,2,3,3,14.85,0.673,10.0,171391.88,228375.41,2018-11-20 14:11:54 -0500,1,923,1,1,48.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23691,,7247,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027307.06,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,37.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23692,,7248,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.132,18.0,1027318.38,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,38.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23693,,7249,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,4.003,50.0,781736.37,819429.18,2018-11-20 14:11:54 -0500,1,923,1,1,49.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23694,,7250,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,3.203,40.0,781768.4,819469.18,2018-11-20 14:11:54 -0500,1,923,1,1,50.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23695,,7251,2018-11-19 00:00:00 -0500,5,5,1,2,11.84,0.507,6.0,304472.97,368335.45,2018-11-20 14:11:54 -0500,1,923,1,1,66.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23696,,7252,2018-11-19 00:00:00 -0500,4,4,4,4,15.59,1.924,30.0,23819.23,32875.3,2018-11-20 14:11:54 -0500,1,923,1,1,50.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23697,,7253,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.572,25.0,1027334.1,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,39.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23698,,7254,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,1.601,20.0,310812.37,301312.9,2018-11-20 14:11:54 -0500,1,923,1,1,76.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23699,,7255,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,7.782,100.0,349012.19,404647.64,2018-11-20 14:11:54 -0500,1,923,1,1,51.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23700,,7256,2018-11-19 00:00:00 -0500,5,5,5,1,12.49,0.801,10.0,936053.45,1198208.31,2018-11-20 14:11:54 -0500,1,923,1,1,67.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23701,,7257,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907842.05,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,33.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23702,,7258,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,2.231,35.5,907864.36,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,34.0,0.0,2018-11-27 11:48:49 -0500,2018-11-27 11:48:49 -0500
23703,,7259,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.003,50.0,1051632.8,1103463.95,2018-11-20 14:11:54 -0500,1,923,1,1,93.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23704,,7260,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,3.144,50.0,1027365.54,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,40.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23705,,7261,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.886,30.0,907883.22,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,35.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23706,,7262,2018-11-19 00:00:00 -0500,2,2,3,3,14.85,0.269,4.0,171394.57,228379.41,2018-11-20 14:11:54 -0500,1,923,1,1,52.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23707,,7263,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.886,30.0,907902.08,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,36.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23708,,7264,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,4.669,60.0,282651.0,328852.02,2018-11-20 14:11:54 -0500,1,923,1,1,94.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23709,,7265,2018-11-19 00:00:00 -0500,2,2,3,3,14.85,0.337,5.0,171397.94,228384.41,2018-11-20 14:11:54 -0500,1,923,1,1,53.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23710,,7266,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.291,20.6,1027378.45,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,41.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23711,,7267,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907914.65,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,37.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23712,,7268,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,1.281,16.0,1051645.61,1103479.95,2018-11-20 14:11:54 -0500,1,923,1,1,95.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23713,,7269,2018-11-19 00:00:00 -0500,2,2,3,3,14.85,1.347,20.0,171411.41,228404.41,2018-11-20 14:11:54 -0500,1,923,1,1,54.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23714,,7270,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.372,6.0,907918.37,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,38.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23715,,7271,2018-11-19 00:00:00 -0500,3,3,3,3,14.85,0.673,10.0,85112.84,102289.24,2018-11-20 14:11:54 -0500,1,923,1,1,77.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23716,,7272,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907924.65,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,39.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23717,,7273,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.311,4.0,282654.11,328856.02,2018-11-20 14:11:54 -0500,1,923,1,1,96.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23718,,7274,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,0.56,7.0,1051651.21,1103486.95,2018-11-20 14:11:54 -0500,1,923,1,1,97.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23719,,7275,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907930.93,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,40.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23720,,7276,2018-11-19 00:00:00 -0500,4,4,3,3,14.85,3.367,50.0,70976.61,86353.71,2018-11-20 14:11:54 -0500,1,923,1,1,51.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23721,,7277,2018-11-19 00:00:00 -0500,4,4,2,2,12.85,1.556,20.0,77528.52,84552.66,2018-11-20 14:11:54 -0500,1,923,1,1,52.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23722,,7278,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,16.013,200.0,310972.5,301512.9,2018-11-20 14:11:54 -0500,1,923,1,1,78.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23723,,7279,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.169,52.07,1051692.9,1103539.02,2018-11-20 14:11:54 -0500,1,923,1,1,98.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23724,,7280,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,3.113,40.0,349043.32,404687.64,2018-11-20 14:11:54 -0500,1,923,1,1,56.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23725,,7281,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,4.669,60.0,282700.8,328916.02,2018-11-20 14:11:54 -0500,1,923,1,1,99.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23726,,7282,2018-11-19 00:00:00 -0500,3,3,3,3,14.85,1.347,20.0,85126.31,102309.24,2018-11-20 14:11:54 -0500,1,923,1,1,79.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23727,,7283,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.92,46.5,1027407.65,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,42.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23728,,7284,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.545,7.0,77818.08,86340.33,2018-11-20 14:11:54 -0500,1,923,1,1,80.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23729,,7285,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027420.22,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,43.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23730,,7286,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.003,50.0,1051732.93,1103589.02,2018-11-20 14:11:54 -0500,1,923,1,1,1.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23731,,7287,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.389,5.0,282704.69,328921.02,2018-11-20 14:11:54 -0500,1,923,1,1,2.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23732,,7288,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.531,24.4,1027435.53,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,44.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23733,,7289,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77825.86,86350.33,2018-11-20 14:11:54 -0500,1,923,1,1,81.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23734,,7290,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027448.1,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,45.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23735,,7291,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,3.203,40.0,781800.43,819509.18,2018-11-20 14:11:54 -0500,1,923,1,1,57.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23736,,7292,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.886,30.0,907949.79,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,43.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23737,,7293,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,2.402,30.0,1051756.95,1103619.02,2018-11-20 14:11:54 -0500,1,923,1,1,3.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23738,,7294,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027460.67,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,46.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23739,,7295,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.075,33.0,1027481.42,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,47.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23740,,7296,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.938,12.05,77835.24,86362.38,2018-11-20 14:11:54 -0500,1,923,1,1,82.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23741,,7297,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,8.006,100.0,311052.56,301612.9,2018-11-20 14:11:54 -0500,1,923,1,1,83.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23742,,7298,2018-11-19 00:00:00 -0500,2,2,2,2,12.85,0.934,12.0,349052.66,404699.64,2018-11-20 14:11:54 -0500,1,923,1,1,58.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23743,,7299,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,1.167,15.0,77846.91,86377.38,2018-11-20 14:11:54 -0500,1,923,1,1,84.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23744,,7300,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,6.405,80.0,311116.61,301692.9,2018-11-20 14:11:54 -0500,1,923,1,1,85.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23745,,7301,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.886,30.0,1027500.28,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,48.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23746,,7302,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,907962.36,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,44.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23747,,7303,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027512.85,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,49.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23748,,7304,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,0.801,10.0,781808.44,819519.18,2018-11-20 14:11:54 -0500,1,923,1,1,59.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23749,,7305,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.568,25.0,1027528.53,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,50.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23750,,7306,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,2.447,39.0,907986.83,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,45.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23751,,7307,2018-11-19 00:00:00 -0500,5,5,1,2,11.84,0.845,10.0,304481.42,368345.45,2018-11-20 14:11:54 -0500,1,923,1,1,69.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23752,,7308,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027541.1,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,51.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23753,,7309,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1027547.38,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,52.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23754,,7310,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,1.167,15.0,2607035.22,2932482.21,2018-11-20 14:11:54 -0500,1,923,1,1,70.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23755,,7311,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,6.405,80.0,1051821.0,1103699.02,2018-11-20 14:11:54 -0500,1,923,1,1,4.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23756,,7312,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.468,7.5,907991.51,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,46.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23757,,7313,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,907997.79,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,47.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23758,,7314,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,908010.36,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,48.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23759,,7315,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.628,10.0,1027553.66,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,53.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23760,,7316,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.943,15.0,908019.79,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,49.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23761,,7317,2018-11-19 00:00:00 -0500,2,2,5,1,12.49,2.002,25.0,781828.46,819544.18,2018-11-20 14:11:54 -0500,1,923,1,1,60.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23762,,7318,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,908026.07,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,50.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23763,,7319,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.908,61.3,1051870.08,1103760.32,2018-11-20 14:11:54 -0500,1,923,1,1,5.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23764,,7320,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.314,5.0,908029.21,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,52.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23765,,7321,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.886,30.0,1027572.52,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,54.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23766,,7322,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,2.695,42.9,1027599.47,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,55.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23767,,7323,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,4.003,50.0,1051910.11,1103810.32,2018-11-20 14:11:54 -0500,1,923,1,1,6.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23768,,7324,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.886,30.0,908048.07,0.0,2018-11-20 14:11:54 -0500,1,923,1,1,53.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23769,,7325,2018-11-19 00:00:00 -0500,3,3,5,1,12.49,0.801,10.0,311124.62,301702.9,2018-11-20 14:11:54 -0500,1,923,1,1,86.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23770,,7326,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,1.167,15.0,77858.58,86392.38,2018-11-20 14:11:54 -0500,2,923,1,1,87.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23771,,7327,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.148,18.3,1027610.95,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,56.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23772,,7328,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.652,10.4,908054.59,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,54.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23773,,7329,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.5,8.0,1027615.95,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,57.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23774,,7330,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027628.52,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,58.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23775,,7331,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.628,10.0,908060.87,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,55.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23776,,7332,2018-11-19 00:00:00 -0500,5,5,2,3,12.85,0.778,10.0,2607043.0,2932492.21,2018-11-20 14:11:54 -0500,2,923,1,1,71.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23777,,7333,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,908073.44,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,56.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23778,,7334,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,7.206,90.0,1051982.17,1103900.32,2018-11-20 14:11:54 -0500,2,923,1,1,7.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23779,,7335,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027641.09,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,59.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23780,,7336,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,0.969,15.5,1027650.78,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,60.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23781,,7337,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,5.123,81.5,1027702.01,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,61.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23782,,7338,2018-11-19 00:00:00 -0500,3,3,3,3,14.85,0.471,7.0,85131.02,102316.24,2018-11-20 14:11:54 -0500,2,923,1,1,88.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23783,,7339,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,3.773,60.0,908111.17,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,57.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23784,,7340,2018-11-19 00:00:00 -0500,3,3,2,2,12.85,0.778,10.0,77866.36,86402.38,2018-11-20 14:11:54 -0500,2,923,1,1,89.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23785,,7341,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,3.203,40.0,415358.71,396452.83,2018-11-20 14:11:54 -0500,2,923,1,1,53.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23786,,7342,2018-11-19 00:00:00 -0500,1,1,4,4,15.59,1.283,20.0,73033.75,103735.68,2018-11-20 14:11:54 -0500,2,923,1,1,8.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23787,,7343,2018-11-19 00:00:00 -0500,3,3,4,4,15.59,1.924,30.0,17412.55,24436.27,2018-11-20 14:11:54 -0500,2,923,1,1,90.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23788,,7344,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,1.257,20.0,908123.74,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,58.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23789,,7345,2018-11-19 00:00:00 -0500,4,4,5,1,12.49,3.203,40.0,415390.74,396492.83,2018-11-20 14:11:54 -0500,2,923,1,1,54.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23790,,7346,2018-11-19 00:00:00 -0500,8,8,7,1,1.59,0.606,9.7,908129.8,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,59.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23791,,7347,2018-11-19 00:00:00 -0500,1,1,2,2,12.85,0.934,12.0,282714.03,328933.02,2018-11-20 14:11:54 -0500,2,923,1,1,9.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23792,,7348,2018-11-19 00:00:00 -0500,7,7,7,1,1.59,1.257,20.0,1027714.58,0.0,2018-11-20 14:11:54 -0500,2,923,1,1,62.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
23793,,7349,2018-11-19 00:00:00 -0500,1,1,5,1,12.49,16.013,200.0,1052142.3,1104100.32,2018-11-20 14:11:54 -0500,2,923,1,1,10.0,0.0,2018-11-27 11:48:50 -0500,2018-11-27 11:48:50 -0500
